院校名称,院校所在地,院校隶属,院校类型,学历层次,经度,纬度
内蒙古师范大学鸿德学院,内蒙古,内蒙古自治区教育厅,师范,本科,111.779309,40.850769
乌兰察布医学高等专科学校,内蒙古,内蒙古自治区教育厅,医药,高职(专科),113.171113,40.979407
鄂尔多斯职业学院,内蒙古,内蒙古自治区教育厅,综合,高职(专科),109.825077,39.616454
内蒙古工业职业学院,内蒙古,内蒙古自治区教育厅,工科,高职(专科),111.798065,40.497395
呼伦贝尔职业技术学院,内蒙古,内蒙古自治区教育厅,工科,高职(专科),119.743233,49.177353
满洲里俄语职业学院,内蒙古,内蒙古自治区教育厅,语言,高职(专科),117.415343,49.609063
内蒙古能源职业学院,内蒙古,内蒙古自治区教育厅,工科,高职(专科),111.664840,40.829561
赤峰工业职业技术学院,内蒙古,内蒙古自治区教育厅,工科,高职(专科),118.873468,42.273238
阿拉善职业技术学院,内蒙古,内蒙古自治区教育厅,工科,高职(专科),105.697359,38.845710
内蒙古美术职业学院,内蒙古,内蒙古自治区教育厅,艺术,高职(专科), , 
内蒙古民族幼儿师范高等专科学校,内蒙古,内蒙古自治区教育厅,师范,高职(专科), , 
鄂尔多斯生态环境职业学院,内蒙古,内蒙古自治区教育厅,农业,高职(专科),109.826426,39.626553
内蒙古艺术学院,内蒙古,内蒙古自治区教育厅,艺术,本科,111.700631,40.830544
鄂尔多斯应用技术学院,内蒙古,内蒙古自治区教育厅,综合,本科,109.825048,39.610762
扎兰屯职业学院,内蒙古,内蒙古自治区教育厅,综合,高职(专科),122.732524,48.030028
内蒙古科技大学包头师范学院,内蒙古,内蒙古自治区教育厅,综合,本科/高职(专科),109.885646,40.655371
内蒙古科技大学包头医学院,内蒙古,内蒙古自治区教育厅,综合,本科/高职(专科),109.982167,40.609092
辽宁大学,辽宁,辽宁省教育厅,综合,本科,123.404758,41.833936
大连理工大学,辽宁,教育部,工科,本科,121.529015,38.880379
沈阳工业大学,辽宁,辽宁省教育厅,工科,本科/高职(专科),123.251658,41.737484
沈阳航空航天大学,辽宁,辽宁省教育厅,工科,本科/高职(专科),123.407899,41.926975
沈阳理工大学,辽宁,辽宁省教育厅,工科,本科/高职(专科),123.493776,41.727830
东北大学,辽宁,教育部,工科,本科,123.419479,41.767193
辽宁科技大学,辽宁,辽宁省教育厅,工科,本科/高职(专科),123.402250,41.829808
辽宁工程技术大学,辽宁,辽宁省教育厅,工科,本科/高职(专科), , 
辽宁石油化工大学,辽宁,辽宁省教育厅,工科,本科/高职(专科),123.234668,41.746311
沈阳化工大学,辽宁,辽宁省教育厅,工科,本科,123.234668,41.746311
大连交通大学,辽宁,辽宁省教育厅,工科,本科/高职(专科),121.586442,38.924206
大连海事大学,辽宁,交通运输部,工科,本科,121.529038,38.869782
大连工业大学,辽宁,辽宁省教育厅,工科,本科,121.526276,38.975506
沈阳建筑大学,辽宁,辽宁省教育厅,工科,本科,123.515950,41.743230
辽宁工业大学,辽宁,辽宁省教育厅,工科,本科/高职(专科), , 
沈阳农业大学,辽宁,辽宁省教育厅,农业,本科/高职(专科),123.570051,41.826563
大连海洋大学,辽宁,辽宁省教育厅,农业,本科/高职(专科),121.555454,38.868233
中国医科大学,辽宁,辽宁省教育厅,医药,本科/高职(专科),123.410439,41.793594
锦州医科大学,辽宁,辽宁省教育厅,医药,本科/高职(专科),121.142633,41.150041
大连医科大学,辽宁,辽宁省教育厅,医药,本科/高职(专科),121.315057,38.804567
辽宁中医药大学,辽宁,辽宁省教育厅,医药,本科/高职(专科),123.434537,41.831615
沈阳药科大学,辽宁,辽宁省教育厅,医药,本科/高职(专科),123.445673,41.768484
沈阳医学院,辽宁,辽宁省教育厅,医药,本科/高职(专科),123.408481,41.888978
辽宁师范大学,辽宁,辽宁省教育厅,师范,本科,123.409541,41.908506
沈阳师范大学,辽宁,辽宁省教育厅,师范,本科/高职(专科),123.412537,41.913624
渤海大学,辽宁,辽宁省教育厅,综合,本科/高职(专科),116.317360,39.983707
鞍山师范学院,辽宁,辽宁省教育厅,师范,本科/高职(专科),122.995967,41.076153
朝阳师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),120.429007,41.531460
大连外国语大学,辽宁,辽宁省教育厅,语言,本科,121.309904,38.812218
东北财经大学,辽宁,辽宁省教育厅,财经,本科,121.549843,38.876686
中国刑事警察学院,辽宁,公安部,政法,本科,123.379776,41.842407
沈阳体育学院,辽宁,辽宁省教育厅,体育,本科,123.388830,41.673295
沈阳音乐学院,辽宁,辽宁省教育厅,艺术,本科,123.428172,41.768839
鲁迅美术学院,辽宁,辽宁省教育厅,艺术,本科,123.430328,41.776409
抚顺师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),123.696549,41.786593
锦州师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),121.155459,41.140470
营口职业技术学院,辽宁,辽宁省教育厅,综合,高职(专科),122.246210,40.660765
铁岭师范高等专科学校,辽宁,辽宁省教育厅,师范,高职(专科),123.794926,42.241250
辽宁对外经贸学院,辽宁,辽宁省教育厅,财经,本科/高职(专科), , 
大连职业技术学院,辽宁,辽宁省教育厅,综合,高职(专科),121.603127,39.023901
沈阳大学,辽宁,辽宁省教育厅,综合,本科,123.457700,41.820811
抚顺职业技术学院,辽宁,辽宁省教育厅,综合,高职(专科),123.692154,41.783977
辽宁农业职业技术学院,辽宁,辽宁省教育厅,农业,高职(专科), , 
辽阳职业技术学院,辽宁,辽宁省教育厅,综合,高职(专科),123.161629,41.289129
阜新高等专科学校,辽宁,辽宁省教育厅,综合,高职(专科),121.631854,41.997559
大连大学,辽宁,辽宁省教育厅,综合,本科/高职(专科),121.823465,39.100645
